QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.67	most	turtle	migrate to	water	Most turtles migrate to water.	0.67	y	n	n	animal_n1	substance_n1	a26475|a26476|a26477
0.67	most	turtle	occur in	pond	Most turtles occur in ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	occur in	river	Most turtles occur in rivers.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	occur in	sea	Most turtles occur in sea.	0.67	y	n	n	animal_n1	water_n2	a25016
0.67	most	turtle	prefer	river	Most turtles prefer rivers.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	receive	food	Most turtles receive food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.67	most	turtle	require	habitat	Most turtles require habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	turtle	require	protein	Most turtles require proteins.	1.00	y	n	n	animal_n1	substance_n1	a70064
0.67	most	turtle	rest on	log	Most turtles rest on logs.	1.00	y	n	n	animal_n1	material_n1	a2292|a2293|a2294|a2295
0.67	most	turtle	return to	coast	Most turtles return to coasts.	0.67	y	n	n	animal_n1	formation_n5	KBCompletion
0.67	most	turtle	return to	lake	Most turtles return to lakes.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	return to	water	Most turtles return to water.	1.00	y	n	n	animal_n1	substance_n1	a8026
0.67	most	turtle	swallow	piece	Most turtles swallow pieces.	1.00	y	n	n	animal_n1	Thing	a21744
0.67	most	turtle	swim in	bay	Most turtles swim in bays.	1.00	y	n	n	animal_n1	water_n2	a79672|a79673
0.67	most	turtle	swim in	pond	Most turtles swim in ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	swim in	region	Most turtles swim in regions.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	turtle	thrive in	water	Most turtles thrive in water.	1.00	y	n	n	animal_n1	substance_n1	a58184
0.67	most	turtle	visit	pond	Most turtles visit ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	turtle	wear	shell	Most turtles wear shells.	1.00	y	n	n	animal_n1	body_part_n1	a27124
0.60	most	turtle	live in	habitat	Most turtles live in habitats.	1.00	y	n	n	animal_n1	location_n1	a26882|a26883|a26884|a26885|a55004|a70899|a70900|a77473|a77474
0.58	most	turtle	avoid	crab	Most turtles avoid crabs.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.58	most	turtle	avoid	predator	Most turtles avoid predators.	1.00	y	n	n	animal_n1	animal_n1	a86622
0.58	most	turtle	collect	food	Most turtles collect food.	0.67	y	n	n	animal_n1	food_n1	KBCompletion
0.58	most	turtle	dig	grass	Most turtles dig grass.	0.67	y	n	n	animal_n1	plant_n2	KBCompletion
0.58	most	turtle	dig	hole	Most turtles dig holes.	1.00	y	n	n	animal_n1	location_n1	a17890|a17891|a17892|a17893
0.58	most	turtle	eat	lettuce	Most turtles eat lettuce.	1.00	y	n	n	animal_n1	plant_n2	a46195
0.58	most	turtle	eat	vegetable	Most turtles eat vegetables.	1.00	y	n	n	animal_n1	substance_n1	a40496
0.58	most	turtle	emerge from	egg	Most turtles emerge from eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	emerge from	sea	Most turtles emerge from sea.	1.00	y	n	n	animal_n1	water_n2	a48530|a48531|a48532|a48533|a48534|a48535
0.58	most	turtle	emerge from	water	Most turtles emerge from water.	1.00	y	n	n	animal_n1	substance_n1	a18115|a18116|a18117|a18118
0.58	most	turtle	enter	ground	Most turtles enter ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	enter	ocean	Most turtles enter oceans.	1.00	y	n	n	animal_n1	water_n2	a42984|a42985
0.58	most	turtle	float in	pond	Most turtles float in ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	give birth to	turtle	Most turtles give birth to turtles.	1.00	y	n	n	animal_n1	animal_n1	a62940|a62941|a62942
0.58	most	turtle	go to	ocean	Most turtles go to oceans.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	has-part	beak	Most turtles has-part beaks.	1.00	y	n	n	animal_n1	body_part_n1	a46468|a46469|a46470
0.58	most	turtle	has-part	bone	Most turtles has-part bones.	1.00	y	n	n	animal_n1	body_part_n1	a28944
0.58	most	turtle	is inside	ocean	Most turtles are inside oceans.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	is located in	cove	Most turtles are located in coves.	1.00	y	n	n	animal_n1	water_n2	a1543|a1544
0.58	most	turtle	is located on	beach	Most turtles are located on beaches.	1.00	y	n	n	animal_n1	formation_n5	a37046
0.58	most	turtle	lay	egg	Most turtles lay eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	lift	head	Most turtles lift heads.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.58	most	turtle	live in	beach	Most turtles live in beaches.	1.00	y	n	n	animal_n1	formation_n5	a4731|a4732
0.58	most	turtle	live in	pond	Most turtles live in ponds.	1.00	y	n	n	animal_n1	water_n2	a13635|a13636|a35275|a35276|a35277|a35278|a35279|a35280
0.58	most	turtle	live in	river	Most turtles live in rivers.	1.00	y	n	n	animal_n1	water_n2	a23529|a23530|a23531|a23532
0.58	most	turtle	love	fruit	Most turtles love fruit.	1.00	y	n	n	animal_n1	plant_part_n1	a81163
0.58	most	turtle	love	water	Most turtles love water.	1.00	y	n	n	animal_n1	substance_n1	a44672
0.58	most	turtle	migrate to	river	Most turtles migrate to rivers.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	migrate to	sea	Most turtles migrate to sea.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	migrate to	stream	Most turtles migrate to streams.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	occur in	environment	Most turtles occur in environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	turtle	occur in	group	Most turtles occur in groups.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	play in	pond	Most turtles play in ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	prefer	ecosystem	Most turtles prefer ecosystems.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	prefer	ground	Most turtles prefer ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	prefer	ocean	Most turtles prefer oceans.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	turtle	require	vegetation	Most turtles require vegetation.	1.00	y	n	n	animal_n1	Thing	a83472|a83473
0.58	most	turtle	require	vitamin	Most turtles require vitamins.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.58	most	turtle	require	wetland	Most turtles require wetland.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	rest on	marsh	Most turtles rest on marsh.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	return to	beach	Most turtles return to beaches.	1.00	y	n	n	animal_n1	formation_n5	a67963|a67964|a67965|a67966|a67967|a67968|a67969|a67970|a67971|a67972|a67973|a67974|a67975|a67976|a67977|a67978
0.58	most	turtle	return to	sea	Most turtles return to sea.	1.00	y	n	n	animal_n1	water_n2	a75791|a75792|a75793
0.58	most	turtle	roam	beach	Most turtles roam beaches.	1.00	y	n	n	animal_n1	formation_n5	a70636
0.58	most	turtle	seek	water	Most turtles seek water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.58	most	turtle	seize	prey	Most turtles seize prey.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.58	most	turtle	share	environment	Most turtles share environments.	1.00	y	n	n	animal_n1	location_n1	a31402
0.58	most	turtle	share	ocean	Most turtles share oceans.	1.00	y	n	n	animal_n1	water_n2	a50871
0.58	most	turtle	sit in	environment	Most turtles sit in environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	turtle	sit in	region	Most turtles sit in regions.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	turtle	sit in	wetland	Most turtles sit in wetland.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	sit on	nest	Most turtles sit on nests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	turtle	swallow	prey	Most turtles swallow prey.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.58	most	turtle	swim in	lake	Most turtles swim in lakes.	1.00	y	n	n	animal_n1	water_n2	a1860
0.58	most	turtle	visit	beach	Most turtles visit beaches.	1.00	y	n	n	animal_n1	formation_n5	a50125|a50126|a50127|a50128|a50129|a50130
0.58	most	turtle	visit	coast	Most turtles visit coasts.	1.00	y	n	n	animal_n1	formation_n5	a79184
0.58	most	turtle	visit	island	Most turtles visit islands.	0.75	y	n	n	animal_n1	Thing	a75499|a75500
0.50	some	turtle	appear in	water	Some turtles appear in water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.50	some	turtle	avoid	person	Some turtles avoid people.	1.00	y	n	n	animal_n1	person_n1	KBCompletion
0.50	some	turtle	carry	bacterium	Some turtles carry bacteria.	0.75	y	n	n	animal_n1	microorganism_n1	a27411|a27412|a27413
0.50	some	turtle	dig	nest	Some turtles dig nests.	0.83	y	n	n	animal_n1	Thing	a69943|a69944|a69945|a69946|a69947|a69948
0.50	some	turtle	dig	vegetation	Some turtles dig vegetation.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	eat	mangrove	Some turtles eat mangroves.	1.00	y	n	n	animal_n1	plant_n2	a69262
0.50	some	turtle	eat	prey	Some turtles eat prey.	0.67	y	n	n	animal_n1	animal_n1	a18360
0.50	some	turtle	eat	worm	Some turtles eat worms.	1.00	y	n	n	animal_n1	animal_n1	a48730
0.50	some	turtle	emerge from	beach	Some turtles emerge from beaches.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.50	some	turtle	emerge from	ocean	Some turtles emerge from oceans.	1.00	y	n	n	animal_n1	water_n2	a80419|a80420|a80421|a80422|a80423
0.50	some	turtle	emerge from	pond	Some turtles emerge from ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	emerge from	sand	Some turtles emerge from sand.	1.00	y	n	n	animal_n1	material_n1	a50531
0.50	some	turtle	emerge from	surf	Some turtles emerge from surf.	1.00	y	n	n	animal_n1	event_n1	a45894
0.50	some	turtle	emerge from	swamp	Some turtles emerge from swamp.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	feed in	bay	Some turtles feed in bays.	1.00	y	n	n	animal_n1	water_n2	a4246
0.50	some	turtle	has-part	nose	Some turtles has-part noses.	1.00	y	n	n	animal_n1	body_part_n1	a33076
0.50	some	turtle	hide	head	Some turtles hide heads.	1.00	y	n	n	animal_n1	body_part_n1	a67233
0.50	some	turtle	is inside	pond	Some turtles are inside ponds.	1.00	y	n	n	animal_n1	water_n2	a21311
0.50	some	turtle	is located in	river	Some turtles are located in rivers.	1.00	y	n	n	animal_n1	water_n2	a60484
0.50	some	turtle	live in	environment	Some turtles live in environments.	1.00	y	n	n	animal_n1	location_n1	a8183|a78904|a78905
0.50	some	turtle	live in	garden	Some turtles live in gardens.	1.00	y	n	n	animal_n1	location_n1	a53504|a63024
0.50	some	turtle	live in	marsh	Some turtles live in marsh.	1.00	y	n	n	animal_n1	Thing	a13819
0.50	some	turtle	love	lagoon	Some turtles love lagoons.	1.00	y	n	n	animal_n1	water_n2	a79386
0.50	some	turtle	love	meal	Some turtles love meals.	1.00	y	n	n	animal_n1	food_n1	a45451
0.50	some	turtle	love	protein	Some turtles love proteins.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.50	some	turtle	love	stone	Some turtles love stones.	1.00	y	n	n	animal_n1	Thing	a31861
0.50	some	turtle	migrate to	beach	Some turtles migrate to beaches.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.50	some	turtle	migrate to	pond	Some turtles migrate to ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	play in	ocean	Some turtles play in oceans.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	prefer	environment	Some turtles prefer environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	turtle	prefer	swamp	Some turtles prefer swamp.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	require	diet	Some turtles require diets.	1.00	y	n	n	animal_n1	food_n1	a46052|a46053
0.50	some	turtle	require	environment	Some turtles require environments.	1.00	y	n	n	animal_n1	location_n1	a21382
0.50	some	turtle	rest on	mound	Some turtles rest on mounds.	1.00	y	n	n	animal_n1	equipment_n1	a72637|a72638
0.50	some	turtle	return to	ground	Some turtles return to ground.	0.67	y	n	n	animal_n1	Thing	a53122
0.50	some	turtle	roam	ground	Some turtles roam ground.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	roam	island	Some turtles roam islands.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	roam	ocean	Some turtles roam oceans.	1.00	y	n	n	animal_n1	water_n2	a72575|a72576|a72577|a72578
0.50	some	turtle	roam	region	Some turtles roam regions.	1.00	y	n	n	animal_n1	location_n1	a71212
0.50	some	turtle	seek	mate	Some turtles seek mates.	1.00	y	n	n	animal_n1	animal_n1	a9266
0.50	some	turtle	seek	shelter	Some turtles seek shelter.	0.75	y	n	n	animal_n1	artifact_n1	a13853|a13854
0.50	some	turtle	seize	fish	Some turtles seize fish.	1.00	y	n	n	animal_n1	fish_n1	KBCompletion
0.50	some	turtle	share	lake	Some turtles share lakes.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	share	pond	Some turtles share ponds.	0.67	y	n	n	animal_n1	water_n2	a73468
0.50	some	turtle	sit in	nest	Some turtles sit in nests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.50	some	turtle	sit in	pond	Some turtles sit in ponds.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	sit in	sand	Some turtles sit in sand.	0.67	y	n	n	animal_n1	material_n1	KBCompletion
0.50	some	turtle	sit in	sea	Some turtles sit in sea.	0.33	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	turtle	sit on	log	Some turtles sit on logs.	1.00	y	n	n	animal_n1	material_n1	a84790|a84791|a84792
0.50	some	turtle	stand in	water	Some turtles stand in water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.50	some	turtle	swallow	fish	Some turtles swallow fish.	1.00	y	n	n	animal_n1	fish_n1	a76066
0.50	some	turtle	visit	bay	Some turtles visit bays.	1.00	y	n	n	animal_n1	water_n2	a25083
0.50	some	turtle	visit	garden	Some turtles visit gardens.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.50	some	turtle	visit	reef	Some turtles visit reefs.	1.00	y	n	n	animal_n1	formation_n5	a70403
0.41	some	turtle	carry	prey	Some turtles carry prey.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.41	some	turtle	catch	fish	Some turtles catch fish.	1.00	y	n	n	animal_n1	fish_n1	a68912
0.41	some	turtle	come from	beach	Some turtles come from beaches.	1.00	y	n	n	animal_n1	formation_n5	a60611|a60612|a66154
0.41	some	turtle	depend on	beach	Some turtles depend on beaches.	0.67	y	n	n	animal_n1	formation_n5	a36307|a36308
0.41	some	turtle	eat	cricket	Some turtles eat crickets.	1.00	y	n	n	animal_n1	insect_n1	a48087
0.41	some	turtle	eat	fish	Some turtles eat fish.	1.00	y	n	n	animal_n1	fish_n1	a48625|a48626|a48627|a48628|a48629|a48630|a48631|a48632|a66339|a67693
0.41	some	turtle	eat	plant	Some turtles eat plants.	1.00	y	n	n	animal_n1	plant_n2	a62407|a62408|a62409|a62410|a62411|a62412|a62413|a62414
0.41	some	turtle	emerge from	island	Some turtles emerge from islands.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	turtle	emerge from	river	Some turtles emerge from rivers.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.41	some	turtle	encounter	structure	Some turtles encounter structures.	1.00	y	n	n	animal_n1	artifact_n1	a82726
0.41	some	turtle	float in	ocean	Some turtles float in oceans.	1.00	y	n	n	animal_n1	water_n2	a55739
0.41	some	turtle	has-part	tissue	Some turtles has-part tissue.	1.00	y	n	n	animal_n1	body_part_n1	a67612
0.41	some	turtle	hide in	weed	Some turtles hide in weeds.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.41	some	turtle	is located on	island	Some turtles are located on islands.	1.00	y	n	n	animal_n1	Thing	a36880
0.41	some	turtle	live in	aquarium	Some turtles live in aquaria.	1.00	y	n	n	animal_n1	artifact_n1	a3247
0.41	some	turtle	live in	island	Some turtles live in islands.	0.75	y	n	n	animal_n1	Thing	a13245|a28826|a28827|a28828
0.41	some	turtle	live in	lake	Some turtles live in lakes.	1.00	y	n	n	animal_n1	water_n2	a18895
0.41	some	turtle	live in	seawater	Some turtles live in seawater.	1.00	y	n	n	animal_n1	substance_n1	a46756
0.41	some	turtle	live on	beach	Some turtles live on beaches.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.41	some	turtle	love	sunlight	Some turtles love sunlight.	1.00	y	n	n	animal_n1	phenomenon_n1	a81484
0.41	some	turtle	migrate to	habitat	Some turtles migrate to habitats.	1.00	y	n	n	animal_n1	location_n1	a6105
0.41	some	turtle	occur in	bay	Some turtles occur in bays.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.41	some	turtle	play in	surf	Some turtles play in surf.	1.00	y	n	n	animal_n1	event_n1	a51058
0.41	some	turtle	possess	enemy	Some turtles possess enemies.	1.00	y	n	n	animal_n1	social_group_n1	a35283|a35284|a35285|a35286|a35287
0.41	some	turtle	prefer	habitat	Some turtles prefer habitats.	0.67	y	n	n	animal_n1	location_n1	a51831
0.41	some	turtle	prefer	protein	Some turtles prefer proteins.	0.67	y	n	n	animal_n1	substance_n1	KBCompletion
0.41	some	turtle	release	egg	Some turtles release eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	turtle	require	heat	Some turtles require heat.	1.00	y	n	n	animal_n1	phenomenon_n1	a18919
0.41	some	turtle	require	light	Some turtles require light.	1.00	y	n	n	animal_n1	phenomenon_n1	a44813|a44814|a44815
0.41	some	turtle	require	phosphorus	Some turtles require phosphorus.	1.00	y	n	n	animal_n1	element_n2	a54593
0.41	some	turtle	require	pond	Some turtles require ponds.	1.00	y	n	n	animal_n1	water_n2	a43483
0.41	some	turtle	require	sunlight	Some turtles require sunlight.	1.00	y	n	n	animal_n1	phenomenon_n1	a61978|a61979
0.41	some	turtle	return to	aquarium	Some turtles return to aquaria.	0.67	y	n	n	animal_n1	artifact_n1	KBCompletion
0.41	some	turtle	return to	island	Some turtles return to islands.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	turtle	share	habitat	Some turtles share habitats.	1.00	y	n	n	animal_n1	location_n1	a10372
0.41	some	turtle	share	sea	Some turtles share sea.	1.00	y	n	n	animal_n1	water_n2	a56085
0.41	some	turtle	sit in	water	Some turtles sit in water.	1.00	y	n	n	animal_n1	substance_n1	a53485
0.41	some	turtle	sit on	stone	Some turtles sit on stones.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.41	some	turtle	stand in	river	Some turtles stand in rivers.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.41	some	turtle	swim in	habitat	Some turtles swim in habitats.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.41	some	turtle	swim in	tank	Some turtles swim in tanks.	1.00	y	n	n	animal_n1	artifact_n1	a56787
0.41	some	turtle	thrive in	environment	Some turtles thrive in environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.41	some	turtle	transmit	virus	Some turtles transmit viruses.	1.00	y	n	n	animal_n1	microorganism_n1	KBCompletion
0.40	some	turtle	live in	lagoon	Some turtles live in lagoons.	1.00	y	n	n	animal_n1	water_n2	a23733|a26305
0.40	some	turtle	swim in	aquarium	Some turtles swim in aquaria.	1.00	y	n	n	animal_n1	artifact_n1	KBCompletion
0.33	some	turtle	appear in	island	Some turtles appear in islands.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.33	some	turtle	avoid	man	Some turtles avoid men.	0.67	y	n	n	animal_n1	person_n1	KBCompletion
0.33	some	turtle	carry	virus	Some turtles carry viruses.	1.00	y	n	n	animal_n1	microorganism_n1	KBCompletion
0.33	some	turtle	catch	organism	Some turtles catch organisms.	1.00	y	n	n	animal_n1	organism_n1	KBCompletion
0.33	some	turtle	catch	ray	Some turtles catch rays.	1.00	y	n	n	animal_n1	fish_n1	a84618
0.33	some	turtle	dig	water	Some turtles dig water.	0.67	y	n	n	animal_n1	substance_n1	KBCompletion
0.33	some	turtle	emerge from	ecosystem	Some turtles emerge from ecosystems.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.33	some	turtle	emerge from	habitat	Some turtles emerge from habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	turtle	emerge from	pasture	Some turtles emerge from pasture.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	turtle	has-part	tail	Some turtles has-part tails.	1.00	y	n	n	animal_n1	body_part_n1	a29131|a50741|a50742|a50743
0.33	some	turtle	hide in	ground	Some turtles hide in ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.33	some	turtle	hide in	mud	Some turtles hide in mud.	1.00	y	n	n	animal_n1	material_n1	a55361
